cancer有啲都有得医嘅	有些癌症还是可以治的
呢条友鬼鬼鼠鼠噉，好似有啲唔系路	这小子鬼鬼祟祟的，好像有点不对头
呢条围有百户人家	这村子有一百多户人家
呢条天桥日日都有人喺度派单张	这座人行天桥上，每天都有人在派发宣传资料
呢条巷系倔笃嘅，唔出得去	这条小巷是不通的，出不去
呢条担挑软笪笪嘅	这根扁担软软的
呢条数好难计得清	这笔账目很难算清
呢条数已经打喺入便喇	这笔帐已经算在里头了
呢条木做方唔受力	这根木料做木方受不了重压
呢条梁最受力㗎喇	这条梁负荷最重
呢条棍挛嘅	这根棍子是弯的
呢条竹放咁低，容易纩亲人	这根竹竿放得那么低，容易把人绊倒
呢条绳好幼	这根绳子很细
呢条行山径好长，行晒要三、四个钟头	这条人行山路很长，走完要三、四个小时
呢条街好旺	这条街很热闹
呢条街好旺	这条街很繁华
呢条裙你唔钟意佢钟意，各花入各眼啫！	这条裙子你不喜欢，她喜欢，各人爱好不同嘛！
呢条裙有几只色，你慢慢拣喇	这条裙子有几种颜色，你慢慢挑吧
呢条裙都几靓，不过冇我晒士	这条裙很不错的，不过没有我的尺码
呢条裤着到霉晒	这条裤子穿得糟了
呢条路放工时间成日塞车	这条道下班下班时常堵车
呢条路有十米阔	这条路有十米宽
呢条路有橛唔好行	这条路有一段不好走
呢条路腍啤啤，车唔行得	这条路软绵绵的，车子走不了
呢条铁管通窿唔通窿㗎？	这根铁管是通的吗？
呢条颈链几骨致	这条项链多精致
呢条题目几难㗎	这个问题挺难的呀
呢条鱼煎到烂晒，见到都唔开胃喇	这条鱼煎得全散开了，看见就倒胃口
呢条鲩鱼仲生勾勾嘅	这条草鱼还是活活的
呢栋楼几有型	这座楼房挺好看
呢杠嘢我领过档喇	这种事我上过档了
呢樖树三个人合埋都揽唔过	这棵树三个人合着都抱不过来
呢样嘢你未见过㗎喇，细佬？	这玩艺儿你还没见过吧，老弟？
呢样嘢系乜？	这个东西是什么？
呢樽油唔好打倒掟放	这瓶油不要倒过来放
呢樽药好使得	这瓶药很见效
呢次你唔还翻畀我，老虎蟹都假！	这次你不还给我，说什么也不行！
呢次你好彩咋	这次算你走运
呢次佢又抌心口咯	这回他又后悔了
呢次佢就得米啦	这次他可达到目的了
呢次佢点度桥都冇符嘅嘞	这次他怎么想计谋也没法解脱了
呢次使费唔少啩？	这次费用不少吧？
呢次系打真军㗎，唔系假㗎	这次是真的，不是假的
呢次保你大嘞	这回服了你了
呢次参观你漏鸡，下次补翻	这次参观你错过机会，下次补上
呢次又埚晒	这次又娄了
呢次君之唔去咯，仲讲乜吖	这次反正不去了，还谈什么
呢次嘅节目真够爆棚咯	这次的节目真精彩
呢次多得你帮助，唔系就搅唔掂喇	这次多亏你帮助，不然就不好办了
呢次多得你帮手	这次多亏你帮忙
呢次大镬咯	这次问题严重了
呢次弊弊冇咁弊	这回糟透了
呢次我又摱车边喇	这回我又沾你的光了
呢次我哋发梗吖！	这次我们发达！
呢次我撑硬你吖	这次我一定支持你啊！
呢次撞板啰	这次出娄子了
呢次旅行去唔去得成，我谂都系五五波啫	这次旅行去不去得成，我想机会只有一半
呢次有办法嘞	这下可有办法了
呢次争住先，下次补数	这次先欠着，下次补
呢次畀佢过骨添！	这次给他过关了！
呢次畀我过骨咯	这回让我过关了
呢次癐到佢够算咯	这次累得他够戗
呢次考车牌又衰咗	这次考驾驶执照又失败了
呢次衰咗啦	这次失败了
呢次衰咗啦	这次真倒霉
呢次运动会佢哋学校擸晒网顶	这次运动会他们学校取得全部第一名
呢次头大咯	这次麻烦了
呢步擸得好大	这一步跨得很大
呢段时间生意好咗好多	这段时间生意好多了
呢段路好斜	这段路很陡
呢煲杰嘢	这件事非同小可
呢煲真系杰	这件事真够棘手的
呢煲粽要烚两个钟头	这锅粽子要熬两小时
呢班人你都敢得罪？你今次实一身蚁嘞！	这帮人你也敢得罪？你这回惹了大麻烦了！
呢班人打交，带晒佢哋翻去落案！	这帮人打架，全带回警察局去登记备案！
呢班系唔系直航机呀？	这是直飞航班吗？
呢班系唔系直航机呀？	这班机是直飞的吗？
呢班学生好多流口水嘅	这班学生很多人成绩是很差的
呢班学生有几个好标青	这班学生有几个够拔尖儿的
呢班细路冇王管，真跳皮	这群小孩没人管，真调皮
呢球波好靓	这一球打得真漂亮
呢球波差啲入咗	这一球差点进去了
呢的慢性病系好难断尾嘅	这种慢性病是很难根治的
呢盏灯唔够光	这盏灯不够亮
呢盏灯唔够光	这盏灯不够亮
呢盏灯太巉眼喇	这盏灯太晃眼了
呢盏灯太猛喇	这盏灯太亮了
呢碟餸啲味道唔话得	这盘菜的味道没说的
呢碟餸都有味喇	这碟菜已经馊了
呢碟餸咸赧赧，冇办法食	这碟菜齁咸，没法吃
呢种女仔，以后点嫁人吖？	这种女孩子，以后怎么嫁人呢？
呢种孭带几好用㗎	这种背带挺好用的
呢种布咁豆泥	这种布质量很差
呢种布缩水缩得好紧要	这种布抽得很厉害
呢种布零舍实净嘅	这种布特别结实
呢种料好容易巢㗎，系唔系？	这料子很容易皱吧？
呢种李唔好食，最烂贱喇	这种李子不好吃，最不值钱了
呢种梨好爽	这种梨很脆
呢种树生得大樖	这种树棵儿长得大
呢种款式群众都几受落	这种款式群众都很愿意接受
呢种凉鞋好渴市㗎	这种凉鞋很难买到
呢种生果酸微微	这种水果酸溜溜的
呢种病医唔到断尾嘅噃	这种病去不了根儿的
呢种花香过嗰种	这种花比那种花香
呢种药呢度冇得卖	这种药这里没卖的
呢种药我哋有卖	这种药我们一向在卖
呢种衫好抵冷	这种衣服很耐寒
呢种猪最大只	这种猪个儿最大
呢种办法亦有缺点，但系点讲都不失为一种应变办法	这种办法也有缺点，但不管怎样仍不失为一种应变办法
呢种鞋都系一年嘅货仔嘛	这种鞋充其量不过是只能穿一年的货色
呢种发型唔啱我嘅年龄	这种发型不适合我的年龄
呢种发型好衬你嘅面型	这种发型很适合您的脸型
呢窦鸡仔有八只公七只乸	这窝小鸡有八只公的七只母的
呢笪地真实，锄极都锄唔入	这块地真硬，怎么锄也锄不进去
呢笪定干净	这块地方干净
呢笪田泥肉几厚呀！	这块地土层多厚啊！
呢笔收入入帐未？	这笔收入入帐了没有？
呢笔数好大	这笔钱很大
呢笔钱应份大家出	这笔钱应该大家出
呢箱系玻璃杯，唔扽得！	这箱是玻璃杯子，小心震坏了！
呢粒糖嘅味道，你要嗒真吓	这颗糖的味道，你要细细品尝
呢处系中文大学	这儿是中文大学
呢处冇挂窗帘，有啲枨眼	这里没有挂窗帘，有点枨眼
呢处唔准讲嘢！	这儿不准说话！
呢处要预宽啲	这里要留宽一点
呢褒羊肉炆几个钟头	这锅羊肉炖了几个小时了
呢轮三鸟平咗	这阵子鸡、鸭、鹅都便宜了
呢轮你得闲吗？	近来你有空吗？
呢轮到你讲喇	这回轮到该你说了
呢轮好少落雨	最近很少下雨
呢轮就好啰	这阵子就好了
呢道题禁谂咯	这个题目费脑筋啊
呢部奥斯卡获奖影片真系冇得弹	这部获奥斯卡奖的电影真可算得上完美无暇
呢部巴士到唔到越秀公园呀？	这公共汽车开到越秀公园吗？
呢部戏好攪笑，真系笑爆肚	这部戏十分逗笑，真叫人笑破肚皮
呢部戏影咗三日就落画	这个片子放映了三天就收场了
呢部机好多功能，打印、传真、复印、扫描，样样都使得	这台机器有很多功能，打印、传真、复印、扫描，样样都行
呢部机影日景就冇咩问题，但影夜景就唔好制啦！	这部相机拍日景就没什么问题，但是拍夜景就甭想了！
呢部机要着咗过两个字先至用得嘅	这台机子要开了过10分钟才能用
呢部车系唔系去市政府㗎？	这是去市政府的车吗？
呢镬饭有火𤓓𡃴	这锅饭有烟味儿
呢间中学得翻好少学位畀外面嘅人申请	这所中学只剩下很少学额让外面的人申请
呢间公司卖嘅都系贵价货	这家公司卖的都是高价商品
呢间公司门面咁窄，有啲耷湿	这家公司门面这么窄，有点简陋
呢间咖啡店系好多演艺人嘅蒲点	这家咖啡店是很多演艺人的娱乐场所
呢间大学嘅校门真系好架势	这所大学的校门真有气派
呢间客厅布置得好靓	这个客厅布置得很漂亮
呢间屋系两份㗎	这所房子是两家共有的
呢间屋啱唔啱？	这所房子合不合适？
呢间屋地下冇人住	这所房子一楼没人住
呢间屋大大话话都值一百万	这房子少说也值一百万
呢间屋好光	这间房子很亮
呢间屋好光	这间房子很亮
呢间屋平价出让	这所房子廉价出售
呢间屋几阔落噃	这所房子相当宽敞
呢间屋几阔落噃	这所房子相当宽畅
呢间屋有三间房	这所房子有三个房间
呢间屋有啲邋遢嘢	这间屋子有些不吉利的东西
呢间屋有西斜热，下昼好㷫	这房子有西晒，下午很热
呢间屋空框框，乜嘢都冇	这房子空荡荡的，什么都没有
呢间屋起得好架势	这房子盖得很堂皇
呢间工厂嘅产品真正	这家工厂的产品真好
呢间工厂嘅产品真正斗	这家工厂的产品真好
呢间房㷫烚烚，成个焗炉噉	这间房子热烘烘的，活像个烤炉
呢间房冇窗口，好焗	这个房间没有窗户，很闷
呢间房太屈质喇	这屋子太局促了
呢间房好骨致	这个房间很别致
呢间房几干净个噃	这个房间挺干净的
呢间房晒到㷫烚烚，冇办法瞓	这屋子晒得热烘烘的，没法睡
呢间房有西斜热	这屋子有西晒
呢间房都算唔错，睇落去几舒服	这房间还算不错，看上去很舒服
呢间铺头今日真发市	这个商店今天买卖真好
呢间铺头啲毛公仔好贵	这家店铺的绒毛娃娃挺贵的
呢间铺头真旺	这家商店生意真好
呢间铺头卖假货抵畀人唱衰	这家店铺卖假货就该被别人戳脊梁骨
呢间铺头，由入货、搬运到卖货，都系我一脚踢	这间小店从进货、搬运到卖货，全是我自个儿干
呢间英文夜校，正一系学店嚟	这所英语夜校，这是一家只会赚学费的黑店
呢间茶楼嘅晚饭，有甜品送	这家餐厅的晚餐还附送甜食
呢间装修公司嘅手工认真麻麻	这家装修公司的技术实在不怎么样
呢间酒家啲烧味好靓	这家餐馆的烤制肉食很好
呢间酒店嘅服务真系冇得弹！	这家酒店的服务真是没说的！
呢间餐厅净系做堂吃，唔做外卖	这家餐馆只让顾客在店内吃，不往外卖
呢间餐厅啲嘢认真麻麻	这家餐厅的食物可真不怎么样
呢间餐厅好high	这家餐厅真高级
呢间餐厅有水吧	这家餐厅设有酒水部
呢间餐馆嘅菜式好好㗎	这家餐馆的菜肴好极了
呢队嘅队员，脚法唔错	这个队的运动员，踢球的技术不错
呢只古仔好盏鬼	这个故事眞妙
呢只布好幼细	这种布很细
呢只手表好流噃，先至戴咗半年，就坏咗	这手表很次，才戴了半年，就坏了
呢只料好靓	这种料子质量很好
呢只牌子嘅嘢好化学㗎	这个品牌的东西质量很差的
呢只粉好幼滑	这种粉很细滑
呢只色水我唔钟意	这种颜色我不喜欢
呢只花布几靓呀	这种花布多漂亮啊
呢只莲藕至粉嘞	这藕最面糊了
呢只药几使得㗎	这种药挺管用的
呢只药果然使得噃	这种药果然是挺管用的
呢只西瓜好细个	这西瓜个儿很小
呢只货畀啲假货顶烂市	这种商品让那些假货冲击得都滞销了
呢只货质量咁差，肯定耨市啦	这种货物质量这么差，肯定滞销了
呢只鸡蛋埚咗	这个鸡蛋坏了
呢只鞋甩咗线步	这只鞋开绽了
呢只马独赢派彩几多呀？	这匹马单独跑赢了可以分发奖金多少？
呢只鹅食几多都好似唔够喉噉	这只鹅吃多少都好像吃不饱似的
呢项工作系佢揸嘅	这项工作是他掌管的
呢项工程由佢一手承包，你就干手净脚喇	这项工程由他一手承包，你就省事了
呢头系我地头嚟㗎，买嘢呢担保唔会畀人呃秤	这里是我的地盘，买东西担保不会被人骗斤两
呢餐开公数	这顿饭由公司开支
呢餐开公数	这顿饭由公家开支
呢餐，我嘅	这一顿我作东
呢首情歌冧到痹	这首情歌深情得令人陶醉
呢首歌嘅歌词真系好鬼正	这首歌的歌词真的很棒
呢首歌几个星期都稳坐流行榜首位	这首歌几个星期以来都稳居流行歌曲排名榜的首位
呢首歌真劲	这首歌真带劲
呢首歌听极都唔厌	这首歌听多少回都不腻烦
呢驳冇落雨	这段时间没有下雨
呢出戏好搅笑	这出戏很好笑
呢出戏好正	这出戏很好看
呢出戏几收得	这部电影挺卖座的
呢出戏极之好睇	这出戏非常好看
呢出戏真系无厘头，唔知讲乜	这部电影真叫人摸不着头脑，不知道说些什么
呢出戏细路仔唔啱睇	这部片小孩子不适合看
呢出戏边个担纲？	这部戏谁当主角儿？
呢出戏麻麻啫	这部影片不怎么样
呢出片今日啱啱上画	这部影片今天刚刚上映
呢出粤剧对白好生鬼	这部粤剧的舞台对白很诙谐
呢出电影麻麻啫	这部影片不怎么样
呢，琴日之嘛，唔记得嘑	这不是昨天的事吗，忘了呀
周围乞人帮手	到处求人帮忙
周时都喺度	经常都在这里
周身唔得闲	忙得四脚朝天
味道咁麻麻都收五十蚊嘅？	味道这么一般还照样收50块钱？
咁乞儿，畀咁少	真吝啬，给这么少
咁你唔讲我点知啫？	那你不告诉我，我又怎么知道呢？
咁做嘢法赚辛苦	这样干活，白找辛苦
咁儿戏嘅！	质量那么差！
咁冇公德心架，一于告到佢甩裤啦！	他那么缺德，一定要起诉他他，把他告到底！
咁出名都唔识	那么出名都不认识
咁勤力，搏乜呀？	这么勤快，图甚么呀？
咁厚本书佢都抄晒，真系好心机	这么厚的书他都抄完了，真有耐心
咁咪打和啰？	那样不就打了个平手吗？
咁咪算咯	这样就算了吧
咁唔公平，我唔忿气！	这么不公平，我吞不下这口气！
咁啱嘅？	真巧哇！
咁啱嘅？	这么巧啊！
咁啱撞到你	这么巧碰见你
咁嘅屎桥都畀你谂到	这样的馊点子也让你想到
